ROLL_BAD,PITCH_BAD,ROLL_FILTERED,PITCH_FILTERED,,
21.84,-4.41,37.2,21.09,,
23.59,-4.38,38.41,20.93,,
25.07,-4.35,39.43,20.74,,
26.26,-4.36,40.71,20.62,,
27.94,-4.44,42.23,20.5,,
29.58,-4.44,43.61,20.43,,
31.24,-4.38,45.05,20.51,,
32.69,-4.2,46.58,20.65,,
35.03,-3.69,48.21,20.77,,
36.66,-3.37,49.92,20.83,,
38.47,-3.12,51.63,20.82,,
40.31,-2.93,53.32,20.8,,
42.96,-2.65,55.3,20.85,,
44.84,-2.42,57.64,21.01,,
47.06,-2.1,59.89,21.18,,
49.63,-1.66,61.39,21.29,,
52.66,-0.97,62.36,21.55,,
53.75,-0.43,63.13,21.98,,
54.54,0.2,63.82,22.35,,
55.31,0.58,64.52,22.46,,
56.48,0.61,65.06,22.37,,
57.19,0.5,65.45,22.32,,
57.7,0.37,65.63,22.38,,
58.06,0.27,65.58,22.42,,
58.28,0.24,65.4,22.37,,
58.17,0.26,65.05,22.34,,
57.98,0.24,64.5,22.37,,
57.64,0.25,63.84,22.33,,
56.81,0.41,62.95,22.14,,
56.11,0.49,61.75,21.94,,
55.15,0.43,60.24,21.92,,
53.16,0.2,58.48,22.16,,
51.54,0.18,56.42,22.52,,
49.69,0.43,54.33,22.87,,
47.58,0.92,52.36,23.06,,
45.52,1.45,50.31,23.01,,
42.68,1.8,48.05,22.97,,
40.52,1.81,45.75,23.11,,
38.17,1.9,43.8,23.41,,
35.95,2.16,42.43,23.67,,
33.52,2.7,41.44,23.79,,
32.51,2.93,40.32,23.83,,
31.69,3,38.41,23.87,,
30.5,3.02,35.74,24.09,,
27.06,3.27,32.9,24.53,,
24.13,3.77,30.13,25.12,,
21.26,4.43,27.53,25.68,,
18.59,5.16,25.01,26.17,,
14.92,6.1,22.48,26.79,,
12.42,6.76,20.11,27.5,,
9.96,7.57,18.22,28.22,,
7.75,8.43,16.69,28.9,,
5.36,9.64,15.35,29.53,,
4.07,10.41,13.66,30.07,,
2.79,11.12,11.46,30.54,,
1.05,11.74,8.92,30.98,,
-2.43,12.58,6.2,31.37,,
-5.13,13.11,3.4,31.68,,
-7.89,13.57,0.69,31.96,,
-10.69,13.95,-1.77,32.23,,
-13.38,14.27,-4.16,32.43,,
-16.96,14.7,-6.53,32.49,,
-19.47,14.84,-8.66,32.48,,
-21.85,14.83,-10.68,32.41,,
-24.93,14.76,-12.82,32.23,,
-27.01,14.6,-14.84,32,,
-29.22,14.29,-16.8,31.67,,
-31.25,13.88,-18.74,31.22,,
-33.23,13.36,-20.81,30.54,,
-36.35,12.24,-22.79,29.69,,
-38.45,11.23,-24.73,28.76,,
-40.39,10.1,-26.75,27.83,,
-43.25,8.44,-28.74,26.86,,
-45.3,7.3,-30.7,25.94,,
-47.23,6.17,-32.82,25,,
-49.16,5.06,-35.25,23.84,,
-52.41,3.32,-37.62,22.53,,
-54.95,1.88,-39.43,21.22,,
-57.21,0.37,-40.82,20.01,,
-58.76,-0.97,-41.88,18.96,,
-60.49,-2.7,-42.63,18.1,,
-61.31,-3.72,-43.05,17.4,,
-61.85,-4.61,-42.87,16.84,,
-62.01,-5.43,-42.19,16.51,,
-61.2,-6.61,-41.16,16.3,,
-60.11,-7.25,-39.96,16.27,,
-58.78,-7.74,-38.65,16.41,,
-57.37,-8,-36.95,16.67,,
-55.84,-8.14,-34.73,17.05,,
-52.7,-8.22,-32.03,17.37,,
-50.03,-8.17,-28.98,17.63,,
-46.96,-8.1,-25.81,17.92,,
-43.61,-8.01,-22.87,18.34,,
-38.71,-7.64,-20.2,18.66,,
-35.78,-7.31,-17.54,18.9,,
-33.03,-7.12,-14.51,19.17,,
-30.2,-7,-10.98,19.5,,
-25.19,-6.57,-7.41,19.84,,
-21.33,-6.14,-4.29,20.14,,
-17.64,-5.73,-1.68,20.52,,
-14.6,-5.35,0.67,20.95,,
-10.88,-4.64,3.1,21.32,,
-8.5,-4.14,5.53,21.56,,
-5.86,-3.71,7.8,21.72,,
-3.32,-3.42,9.8,21.89,,
-1.07,-3.18,11.67,22.05,,
1.94,-2.78,13.66,22.24,,
3.9,-2.5,15.92,22.45,,
6.08,-2.2,18.11,22.59,,
8.5,-1.91,19.95,22.72,,
11.68,-1.63,21.5,22.88,,
13.37,-1.4,22.85,22.95,,
14.86,-1.21,24.05,22.92,,
16.2,-1.11,25.32,22.81,,
17.44,-1.13,26.54,22.62,,
19.45,-1.29,27.76,22.39,,
20.72,-1.46,28.98,22.23,,
22,-1.61,30.29,22.12,,
23.92,-1.64,31.67,21.99,,
25.35,-1.65,33.08,21.88,,
26.82,-1.71,34.4,21.77,,
28.3,-1.73,35.54,21.66,,
29.63,-1.74,36.52,21.57,,
31.26,-1.76,37.6,21.53,,
32.28,-1.78,38.77,21.51,,
33.47,-1.8,39.87,21.54,,
34.71,-1.87,40.95,21.65,,
35.84,-1.92,42.01,21.78,,
37.53,-1.83,43.2,21.88,,
38.69,-1.75,44.45,21.99,,
39.96,-1.71,45.56,22.11,,
41.85,-1.66,46.32,22.16,,
42.83,-1.72,47.06,22.08,,
43.54,-1.89,47.68,21.89,,
44.32,-2.15,48.23,21.72,,
45.22,-2.64,48.79,21.67,,
45.81,-2.92,49.21,21.68,,
46.4,-3.13,49.28,21.68,,
46.81,-3.3,49.1,21.67,,
46.77,-3.42,48.86,21.71,,
46.56,-3.41,48.5,21.78,,
46.31,-3.36,47.92,21.89,,
45.93,-3.28,47.03,22.04,,
44.88,-3.07,45.95,22.08,,
43.87,-2.92,44.48,21.77,,
42.72,-2.96,42.42,21.28,,
40.23,-3.72,39.88,21.05,,
37.79,-4.24,37.38,21.12,,
35.09,-4.36,35.16,21.27,,
32.68,-4.23,33.02,21.28,,
30.57,-4.09,30.8,21.23,,
27.36,-4.08,28.65,21.33,,
25.12,-4.07,26.76,21.65,,
23.06,-3.83,25.13,22.11,,
20.44,-3.1,23.56,22.67,,
18.95,-2.49,21.82,23.34,,
17.36,-1.76,19.72,24.07,,
15.58,-0.91,17.39,24.79,,
12.16,0.45,15.3,25.42,,
9.82,1.29,13.52,25.95,,
7.93,1.98,11.96,26.39,,
6.28,2.62,10.43,26.76,,
4.12,3.38,8.91,27.1,,
2.64,3.85,7.32,27.37,,
1.13,4.3,5.82,27.6,,
-0.46,4.67,4.58,27.84,,
-1.91,5.03,3.42,28,,
-3.64,5.54,2.14,28.02,,
-4.8,5.76,0.77,27.99,,
-6.11,5.88,-0.5,28.02,,
-7.44,5.98,-1.48,28.21,,
-8.62,6.2,-2.17,28.56,,
-9.77,6.83,-2.55,29.12,,
-10.19,7.44,-2.68,29.9,,
-10.36,8.24,-2.38,30.95,,
-10.13,9.79,-1.55,32.42,,
-9.39,11.2,-0.41,34.14,,
-8.2,12.99,1.01,35.9,,
-6.74,14.97,2.6,37.63,,
-5.09,16.84,4.22,39.19,,
-2.08,19.53,5.83,40.37,,
0.18,21.05,7.26,41.26,,
2.4,22.1,8.19,42.1,,
4.37,22.9,8.44,43.13,,
6.11,24.14,8.18,44.44,,
6.46,25.29,7.91,45.95,,
6.51,26.74,7.73,47.62,,
6.59,28.33,7.55,49.39,,
6.94,30.89,7.35,51.11,,
7.32,32.66,7.09,52.68,,
7.74,34.35,6.92,53.94,,
8.09,35.83,6.87,54.9,,
8.45,37.51,6.84,55.73,,
8.43,38.42,6.8,56.55,,
8.28,39.3,6.69,57.39,,
8.14,40.17,6.63,58.23,,
7.92,41.53,6.54,58.96,,
7.89,42.43,6.36,59.44,,
7.73,43.18,6.13,59.57,,
7.26,43.69,5.88,59.34,,
6.13,43.83,5.75,58.82,,
5.33,43.54,5.79,58,,
4.77,43.02,5.84,56.94,,
4.41,42.24,5.5,55.75,,
3.59,40.71,5.01,54.48,,
2.49,39.59,4.6,52.97,,
1.42,38.36,4.32,51.37,,
0.51,36.85,4.14,49.89,,
-0.5,34.64,4.1,48.48,,
-1.01,33.31,4.19,46.97,,
-1.34,31.96,4.43,45.3,,
-1.55,30.48,4.58,43.42,,
-1.65,28.79,4.5,41.33,,
-1.93,25.94,4.6,39.09,,
-2.2,23.87,4.83,36.84,,
-2.18,21.61,4.64,34.5,,
-2.1,19.47,3.82,31.9,,
-2.85,15.91,2.89,29.02,,
-3.92,13.22,2.34,26.11,,
-4.79,10.38,1.87,23.16,,
-5.23,7.6,1.33,20.08,,
-5.94,3.22,0.85,17.16,,
-6.51,0.13,0.4,14.58,,
-6.98,-2.6,0,12.29,,
-7.42,-4.97,-0.19,10.13,,
-7.95,-8.09,-0.05,8.15,,
-7.93,-10.12,0.3,6.44,,
-7.61,-11.91,0.74,4.88,,
-7.09,-13.46,1.11,3.36,,
-6.23,-15.64,1.41,1.88,,
-5.74,-17.14,1.79,0.44,,
-5.25,-18.57,2.33,-0.92,,
-4.66,-19.9,3.04,-2.17,,
-3.9,-21.15,3.86,-3.4,,
-2.48,-22.87,4.53,-4.67,,
-1.52,-24.02,4.99,-5.91,,
-0.81,-25.2,5.3,-7.01,,
-0.32,-26.33,5.6,-7.94,,
0.23,-27.7,6.04,-8.74,,
0.66,-28.45,6.53,-9.5,,
1.25,-29.11,6.99,-10.29,,
2.11,-30.1,7.38,-11.09,,
2.62,-30.81,7.7,-11.9,,
3.09,-31.54,7.87,-12.79,,
3.44,-32.28,7.78,-13.41,,
3.61,-33.06,7.27,-13.86,,
2.9,-33.68,7.11,-14.87,,
2.15,-34.24,7.11,-16.33,,
2.05,-35.46,6.76,-17.83,,
1.97,-36.99,6.01,-19.08,,
1.41,-38.37,5.46,-20.06,,
-0.01,-39.88,5.45,-20.7,,
-0.4,-40.54,5.76,-21.12,,
-0.15,-40.95,5.93,-21.4,,
0.25,-41.21,5.83,-21.58,,
0.25,-41.41,5.5,-21.76,,
-0.29,-41.48,5.02,-22.02,,
-1.06,-41.59,4.54,-22.37,,
-1.87,-41.79,4.02,-22.71,,
-3,-42.19,3.47,-22.81,,
-3.82,-42.32,3.01,-22.6,,
-4.59,-42.16,2.58,-22.14,,
-5.23,-41.74,2.12,-21.41,,
-6.28,-40.67,1.71,-20.42,,
-7.05,-39.62,1.32,-19.31,,
-7.72,-38.37,0.75,-18.21,,
-8.44,-37.09,-0.06,-17.06,,
-10.07,-35.15,-0.98,-15.75,,
-11.44,-33.68,-1.79,-14.46,,
-12.78,-32.02,-2.48,-13.36,,
-13.86,-30.51,-2.89,-12.5,,
-14.99,-28.71,-3.23,-11.84,,
-15.41,-27.78,-3.65,-11.27,,
-15.87,-27.02,-4.13,-10.59,,
-16.47,-26.22,-4.42,-9.65,,
-17.24,-24.71,-4.51,-8.43,,
-17.4,-23.38,-4.46,-7.03,,
-17.36,-21.84,-4.32,-5.51,,
-17.21,-20.22,-4.03,-3.92,,
-16.74,-17.71,-3.61,-2.29,,
-16.25,-15.94,-2.96,-0.72,,
-15.6,-14.23,-1.87,0.68,,
-14.7,-12.67,-0.45,2.03,,
-13.37,-11.28,1.19,3.46,,
-11.71,-9.93,2.85,5.08,,
-8.92,-7.7,4.27,6.91,,
-7.18,-5.97,5.41,8.85,,
-5.73,-4.09,6.47,10.8,,
-4.02,-1.17,7.58,12.7,,
-2.89,0.76,8.62,14.46,,
-1.68,2.64,9.35,15.87,,
-0.59,4.36,9.85,16.98,,
0.1,5.68,10.39,17.9,,
0.84,7.21,11,18.72,,
1.47,8.11,11.45,19.42,,
2.16,8.9,11.61,20.09,,
2.77,9.95,11.67,20.85,,
2.88,10.69,11.81,21.66,,
3.01,11.55,12.05,22.5,,
3.24,12.42,12.1,23.4,,
3.56,13.78,12.05,24.26,,
3.5,14.77,12,24.97,,
3.43,15.62,12.01,25.53,,
3.38,16.31,12.07,26.07,,
3.42,17.13,12.14,26.73,,
3.52,17.76,12.27,27.45,,
3.65,18.52,12.48,28.24,,
3.84,19.3,12.63,29.16,,
4.03,20.17,12.48,30.14,,
4.06,21.69,12.22,31.07,,
3.71,22.7,11.99,31.96,,
3.36,23.67,11.68,32.85,,
3.09,24.6,11.24,33.8,,
2.5,26,10.86,34.85,,
2.08,27.06,10.45,35.96,,
1.76,28.18,9.98,37.06,,
1.4,29.34,9.48,38.16,,
0.93,30.47,8.9,39.28,,
0.1,32.15,8.15,40.42,,
-0.6,33.32,7.25,41.55,,
-1.48,34.5,6.24,42.6,,
-3.14,36.17,4.98,43.52,,
-4.58,37.19,3.55,44.42,,
-6.32,38.06,2.15,45.34,,
-8.31,38.91,0.76,46.29,,
-10.33,39.74,-0.6,47.19,,
-13.48,40.98,-1.96,47.94,,
-15.64,41.67,-3.47,48.5,,
-17.76,42.16,-5.01,48.85,,
-21.15,42.55,-6.52,48.93,,
-23.51,42.49,-8.18,48.75,,
-25.81,42.12,-9.96,48.3,,
-28.21,41.47,-11.8,47.69,,
-31.95,39.96,-13.73,47.04,,
-34.54,38.69,-15.6,46.41,,
-37.23,37.31,-17.26,45.81,,
-39.72,35.92,-18.78,45.14,,
-43.12,33.59,-20.29,44.37,,
-45.17,31.92,-21.76,43.48,,
-47.04,30.28,-23.1,42.41,,
-49.42,27.8,-24.37,41.18,,
-50.8,25.87,-25.69,39.91,,
-52.12,23.78,-27.14,38.64,,
-53.49,21.75,-28.53,37.39,,
-55.61,18.86,-29.74,36.22,,
-56.87,16.94,-30.72,35.27,,
-57.92,15.2,-31.52,34.46,,
-58.75,13.62,-32.27,33.75,,
-59.8,11.32,-32.85,33.09,,
-60.49,9.79,-33.22,32.46,,
-60.95,8.38,-33.31,31.77,,
-61.17,7.09,-33.12,31.04,,
-60.97,5.24,-32.75,30.37,,
-60.54,4.07,-31.94,29.81,,
-59.94,3.03,-30.58,29.39,,
-58.17,1.85,-28.7,29.11,,
-56.3,1.25,-26.49,28.84,,
-54.06,0.76,-23.95,28.56,,
-51.58,0.33,-21.18,28.35,,
-47.37,-0.14,-18.44,28.26,,
-44.33,-0.3,-15.69,28.21,,
-41.43,-0.3,-12.74,28.1,,
-38.57,-0.24,-9.48,27.95,,
-35.32,-0.23,-6.01,27.79,,
-29.95,-0.21,-2.61,27.66,,
-26.29,-0.12,0.87,27.56,,
-22.81,0.03,4.51,27.6,,
-17.17,0.32,8.28,27.73,,
-13.27,0.59,12.08,27.85,,
-9.21,0.86,15.71,27.88,,
-5.33,1.05,19.16,27.89,,
-1.59,1.16,22.44,27.93,,
3.61,1.29,25.61,27.93,,
6.97,1.37,28.61,27.92,,
10.28,1.42,31.3,27.91,,
13.34,1.45,33.65,27.97,,
17.24,1.52,35.69,28.09,,
19.51,1.61,37.51,28.18,,
21.61,1.68,39.38,28.16,,
23.54,1.69,41.46,28,,
26.62,1.52,43.61,27.77,,
28.93,1.27,45.75,27.53,,
31.22,1,48.01,27.32,,
33.54,0.74,50.33,27.17,,
37.14,0.46,52.37,27.05,,
39.5,0.28,54.23,26.94,,
41.54,0.06,56.16,26.86,,
43.49,-0.17,58.15,26.73,,
45.57,-0.42,60.03,26.47,,
48.69,-0.94,61.85,26.12,,
50.64,-1.36,63.55,25.79,,
52.52,-1.76,65.07,25.52,,
54.25,-2.17,66.46,25.39,,
56.47,-2.88,67.75,25.44,,
57.91,-3.44,68.78,25.57,,
59.19,-3.99,69.57,25.61,,
60.19,-4.56,70.09,25.46,,
61.29,-5.41,70.66,25.31,,
61.8,-5.89,71.4,25.4,,
62.46,-6.23,71.91,25.66,,
63.28,-6.49,72.04,25.86,,
63.85,-6.82,71.8,25.84,,
63.8,-7.1,71.41,25.75,,
63.47,-7.46,70.87,25.77,,
63.05,-7.81,70.17,25.98,,
62.19,-8.01,69.27,26.25,,
61.39,-7.8,68.35,26.52,,
60.46,-7.41,67.52,26.81,,
59.56,-6.92,66.68,27.12,,
58.39,-6.15,65.63,27.44,,
57.47,-5.7,64.35,27.85,,
56.33,-5.23,62.82,28.39,,
54.98,-4.64,60.97,29.03,,
53.36,-3.95,58.95,29.71,,
50.5,-2.79,56.79,30.34,,
48.38,-1.98,54.64,30.97,,
46.18,-1.16,52.52,31.6,,
43.1,0.09,50.38,32.22,,
41,0.97,48.16,32.8,,
38.88,1.8,45.72,33.26,,
36.65,2.56,43.12,33.64,,
34.22,3.2,40.42,34,,
30.26,4.09,37.67,34.4,,
27.61,4.71,34.85,34.78,,
24.81,5.4,31.85,35.14,,
22,6.06,28.66,35.55,,
17.4,7.03,25.43,35.93,,
14.09,7.75,22.2,36.13,,
10.85,8.35,19,36.22,,
6.08,8.84,15.88,36.27,,
2.89,9.09,12.75,36.19,,
-0.3,9.28,9.58,35.96,,
-3.38,9.31,6.28,35.62,,
-6.58,9.18,2.95,35.35,,
-11.52,8.92,-0.22,35.22,,
-14.71,8.93,-3.34,35.12,,
-17.7,9.02,-6.53,34.99,,
-20.77,9.08,-9.86,34.86,,
-25.55,9.07,-12.92,34.9,,
-28.84,9.03,-15.54,35.02,,
-31.79,9.05,-17.91,35.08,,
-35.44,8.98,-20.38,35.04,,
-37.79,8.9,-23.09,34.83,,
-40.39,8.75,-25.91,34.54,,
-43.15,8.51,-28.73,34.27,,
-45.97,8.22,-31.49,34.1,,
-48.72,7.98,-34.24,33.93,,
-52.76,7.79,-37.07,33.65,,
-55.47,7.61,-39.83,33.36,,
-58.25,7.3,-42.59,33.08,,
-62.19,6.71,-45.42,32.74,,
-64.97,6.23,-48.16,32.39,,
-67.79,5.61,-50.71,32.03,,
-70.39,4.86,-52.89,31.57,,
-72.88,4.01,-54.77,30.96,,
-75.79,2.73,-56.56,30.22,,
-77.53,1.82,-58.38,29.37,,
-79.23,0.92,-60.2,28.55,,
-80.99,0.04,-61.8,27.85,,
-83.61,-1.02,-63.04,27.29,,
-84.96,-1.52,-63.93,26.85,,
-85.99,-1.87,-64.56,26.49,,
-86.96,-2.19,-64.66,26.23,,
-87.29,-2.24,-64.13,26.03,,
-87.01,-2.2,-63.19,25.9,,
-86.13,-2.13,-62.33,25.85,,
-84.38,-1.98,-61.45,26,,
-83.39,-1.92,-60.22,26.38,,
-82.29,-1.91,-58.46,26.98,,
-80.78,-1.96,-56.4,27.67,,
-78.69,-2.01,-54.19,28.25,,
-75.24,-2.06,-51.86,28.65,,
-72.76,-2.11,-49.41,28.94,,
-70.25,-2.16,-46.8,29.21,,
-66.29,-2.2,-44.1,29.45,,
-63.42,-2.19,-41.42,29.65,,
-60.53,-2.18,-38.77,29.81,,
-57.73,-2.15,-36.07,29.94,,
-54.94,-2.12,-33.19,30.03,,
-50.7,-2.08,-30.06,30.04,,
-47.52,-2.07,-26.77,29.97,,
-44.16,-2.07,-23.63,29.84,,
-39.16,-2.14,-20.59,29.64,,
-35.98,-2.26,-17.54,29.5,,
-32.81,-2.39,-14.37,29.46,,
-29.64,-2.45,-11.07,29.43,,
-24.7,-2.48,-7.56,29.35,,
-21.19,-2.52,-3.87,29.21,,
-17.44,-2.59,-0.27,29.01,,
-13.57,-2.66,3.02,28.73,,
-9.95,-2.77,6.05,28.45,,
-5.1,-3.02,9.13,28.24,,
-1.99,-3.17,12.49,28.14,,
1.25,-3.21,15.91,28.1,,
4.81,-3.16,19.12,28.12,,
8.33,-3.06,22.21,28.16,,
13.12,-2.87,25.44,28.28,,
16.38,-2.66,28.75,28.36,,
19.73,-2.39,32.2,28.34,,
23.08,-2.21,35.76,28.25,,
28.6,-2.24,38.9,28.18,,
32.17,-2.31,41.43,28.23,,
35.15,-2.25,43.52,28.41,,
37.51,-1.98,45.48,28.51,,
40.48,-1.38,47.45,28.43,,
42.48,-1.05,49.31,28.48,,
44.49,-0.85,51.23,28.71,,
46.33,-0.38,52.63,28.91,,
49.02,-0.04,53.4,28.96,,
50.17,-0.04,54.01,28.8,,
50.74,-0.16,54.76,28.53,,
51.37,-0.41,55.81,28.32,,
52.23,-0.77,56.94,28.25,,
54.03,-1.16,57.77,28.26,,
55.12,-1.25,58.28,28.28,,
55.85,-1.28,58.68,28.3,,
56.48,-1.32,58.86,28.31,,
56.83,-1.5,58.72,28.37,,
56.92,-1.79,58.26,28.53,,
56.67,-1.99,57.45,28.78,,
55.75,-2.04,56.37,29.11,,
54.79,-1.94,54.95,29.54,,
53.57,-1.73,53.13,29.93,,
52.07,-1.36,51.04,30.13,,
49.2,-0.48,49.29,29.95,,
47.11,0.26,48.02,29.55,,
45.5,0.93,46.94,29.17,,
44.38,1.45,45.46,28.97,,
42.57,1.96,43.1,29.04,,
40.62,2.23,40.2,29.31,,
37.89,2.59,37.28,29.66,,
34.87,3.19,34.48,29.93,,
30.6,4.31,31.62,29.95,,
27.71,4.96,28.66,29.72,,
24.79,5.25,25.63,29.44,,
21.74,5.34,22.47,29.3,,
18.63,5.44,19.15,29.29,,
13.69,5.86,16.05,29.36,,
10.24,6.24,13.29,29.46,,
7.22,6.59,10.55,29.58,,
3.03,7.08,7.32,29.68,,
0.04,7.34,3.82,29.8,,
-3.47,7.59,0.34,29.94,,
-7.18,7.84,-2.67,30.05,,
-10.65,8.08,-4.95,30.09,,
-14.72,8.33,-6.89,30.02,,
-16.66,8.38,-8.96,29.88,,
-18.58,8.3,-11.13,29.76,,
-20.75,8.23,-13.25,29.69,,
-22.89,8.23,-15.27,29.72,,
-26.02,8.4,-17.12,29.85,,
-27.94,8.65,-18.86,29.96,,
-29.66,8.99,-20.49,29.97,,
-31.29,9.36,-21.89,29.93,,
-33.41,9.83,-22.82,29.89,,
-34.48,10.16,-23.16,29.86,,
-35,10.55,-23.15,29.94,,
-34.99,10.99,-23.07,30.21,,
-34.5,12.03,-23.05,30.75,,
-34.18,13,-22.83,31.66,,
-33.9,14.26,-22.12,32.86,,
-33.33,15.92,-21.19,34.16,,
-31.58,18.75,-20.49,35.4,,
-30.28,20.72,-20.06,36.62,,
-29.32,22.53,-19.61,38.07,,
-28.49,24.42,-18.92,39.77,,
-26.97,27.66,-18.08,41.6,,
-25.54,30.17,-17.48,43.46,,
-24.06,32.6,-17.11,45.37,,
-22.85,34.99,-16.55,47.49,,
-21.75,37.46,-15.9,49.65,,
-19.56,41.47,-15.22,51.6,,
-17.91,44.02,-14.51,53.38,,
-16.16,46.28,-14.02,55.03,,
-13.73,49.2,-13.76,56.59,,
-12.71,50.93,-13.43,58.11,,
-11.88,52.61,-12.93,59.59,,
-11,54.22,-12.39,60.92,,
-9.61,56.44,-11.77,62.12,,
-8.66,57.71,-11.18,63.17,,
-7.6,58.92,-10.73,63.89,,
-6.75,59.92,-10.32,64.24,,
-5.98,60.77,-9.89,64.3,,
-5.75,60.9,-9.41,64.2,,
-5.61,60.82,-8.85,64.03,,
-5.49,60.62,-8.34,63.78,,
-5.31,60.24,-7.98,63.34,,
-5.29,59.89,-7.61,62.61,,
-5.3,59.33,-7.19,61.52,,
-5.13,58.46,-6.72,60.1,,
-4.34,56.61,-6.18,58.5,,
-3.6,55.01,-5.88,56.78,,
-2.98,53.35,-5.58,54.77,,
-2.71,51.61,-5.09,52.35,,
-2.37,49.52,-4.63,49.92,,
-1.65,45.71,-4.51,47.75,,
-1.69,43.33,-4.2,45.64,,
-2.14,41.27,-3.6,43.5,,
-2.29,38.1,-3.12,41.52,,
-2.22,35.98,-2.65,39.77,,
-2.27,34.06,-2.2,37.96,,
-2.14,32.47,-1.79,35.64,,
-1.76,29.61,-1.26,32.86,,
-1.45,26.96,-0.6,29.93,,
-1.03,24.11,0.05,26.99,,
-0.5,21.11,0.88,24.14,,
-0.02,18.22,2.06,21.29,,
1.16,14,3.38,18.51,,
2.34,11.26,4.47,15.91,,
3.53,8.59,5.22,13.74,,
4.76,5.11,6.05,11.97,,
5.4,3.3,7.21,10.21,,
6.38,1.67,8.54,8.36,,
7.68,0,9.5,6.31,,
9.54,-2.7,10.11,4.1,,
10.25,-4.76,10.65,1.83,,
10.76,-6.9,11.2,-0.41,,
11.35,-9.11,11.86,-2.6,,
11.99,-11.19,12.63,-4.7,,
13.19,-14.17,13.35,-6.61,,
14.07,-16.1,14.06,-8.4,,
14.87,-17.88,14.49,-10.16,,
15.61,-19.59,14.71,-11.9,,
16.2,-22.07,14.78,-13.57,,
16.4,-23.72,14.82,-15.16,,
16.51,-25.31,14.98,-16.7,,
16.61,-26.84,15.02,-18.12,,
16.87,-29.07,14.95,-19.36,,
16.68,-30.51,14.65,-19.73,,
16.33,-31.62,14.28,-20.02,,
15.39,-31.96,14.14,-21.19,,
14.84,-32.66,14.29,-23.1,,
14.84,-34.39,14.05,-25.03,,
15.07,-36.55,13.17,-26.54,,
14.63,-38.46,12.23,-27.6,,
12.8,-40.33,11.93,-28.21,,
11.97,-41.07,11.97,-28.42,,
11.82,-41.44,11.85,-28.37,,
11.8,-41.49,11.58,-28.2,,
11.11,-41.31,11.35,-28.08,,
10.53,-41.12,11.32,-28.06,,
10.18,-41.02,11.27,-28.02,,
10.02,-41.01,11.01,-27.91,,
9.5,-40.98,10.5,-27.59,,
8.73,-40.8,9.92,-27,,
7.77,-40.39,9.54,-26.16,,
6.83,-39.72,9.43,-25.1,,
6.07,-38.27,9.41,-23.84,,
5.98,-37.08,9.39,-22.51,,
5.96,-35.76,9.46,-21.25,,
6.05,-33.75,9.39,-20.18,,
6.26,-32.51,9.2,-19.12,,
6.34,-31.39,9.2,-17.86,,
6.35,-30.27,9.43,-16.39,,
6.77,-28.15,9.34,-14.98,,
7.13,-26.57,8.97,-13.79,,
7.07,-25.15,8.69,-12.93,,
6.86,-23.97,8.51,-12.41,,
6.86,-22.81,8.42,-12.04,,
6.92,-22.34,8.29,-11.55,,
6.96,-21.91,7.85,-10.9,,
6.82,-21.34,7.32,-10.08,,
5.99,-20.19,6.77,-9.1,,
5.35,-19.28,6.33,-7.95,,
4.74,-18.2,5.73,-6.67,,
4.24,-16.96,4.94,-5.3,,
3.13,-14.97,4.17,-3.74,,
2.19,-13.47,3.96,-1.92,,
1.52,-11.79,4.17,0.03,,
1.52,-9.8,4.75,2.14,,
2.16,-6.73,5.63,4.3,,
3.01,-4.57,6.4,6.41,,
4.03,-2.38,6.18,8.19,,
4.74,-0.27,5.3,9.66,,
3.9,2.24,4.29,10.96,,
2.77,3.61,3.37,12.32,,
1.71,4.92,2.46,13.76,,
0.83,6.35,1.3,15.09,,
-0.48,8.54,-0.08,16.29,,
-1.72,9.85,-1.22,17.57,,
-3.01,11.1,-1.99,19.14,,
-3.93,12.5,-2.43,21.07,,
-4.42,14.22,-2.96,23.06,,
-4.62,17.35,-3.89,24.99,,
-5.04,19.41,-5.07,26.9,,
-5.92,21.38,-6.31,28.73,,
-7.65,24.26,-7.59,30.38,,
-8.97,26.03,-8.88,31.95,,
-10.38,27.64,-10.36,33.46,,
-11.85,29.2,-11.89,34.88,,
-14.22,31.43,-13.32,36.21,,
-15.78,32.84,-14.69,37.5,,
-17.24,34.22,-15.86,38.76,,
-18.67,35.5,-16.77,39.92,,
-20.65,37.3,-17.8,40.86,,
-21.99,38.25,-19.08,41.74,,
-23.72,38.9,-20.46,42.64,,
-25.77,39.49,-21.79,43.55,,
-28.87,40.4,-23.18,44.46,,
-31.03,40.94,-24.55,45.36,,
-33.46,41.4,-25.82,46.13,,
-35.83,41.74,-26.89,46.74,,
-39,41.92,-27.72,47.3,,
-40.81,41.89,-28.18,47.8,,
-42.31,41.9,-28.4,48.16,,
-43.24,41.96,-28.46,48.42,,
-43.95,42.1,-28.51,48.64,,
-44.08,42.27,-28.35,48.8,,
-44.11,42.59,-27.81,48.89,,
-43.74,42.9,-27.14,48.8,,
-42.95,43.14,-26.65,48.5,,
-41.49,43.19,-26.19,48,,
-40.78,42.95,-25.47,47.33,,
-39.99,42.46,-24.65,46.52,,
-38.39,41.39,-23.76,45.49,,
-37.2,40.54,-22.84,44.12,,
-35.81,39.52,-21.9,42.5,,
-34.29,38.23,-21,40.67,,
-31.94,36.03,-20.09,38.61,,
-30.26,34.4,-19.04,36.35,,
